Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-31 00:00:00-04:00,176.85784973431777,178.8724756204774,176.2893600898515,176.77806091308594,99625300,0.0,0.0
2023-06-01 00:00:00-04:00,177.22686816825382,179.64042305750914,176.45891404316637,179.61050415039062,68901800,0.0,0.0
2023-06-02 00:00:00-04:00,180.54800476783768,181.29600788604444,178.78271314778428,180.4682159423828,61945900,0.0,0.0
2023-06-05 00:00:00-04:00,182.1437500536452,184.45756510918994,177.5659594241951,179.10186767578125,121946500,0.0,0.0
2023-06-06 00:00:00-04:00,179.49082009611885,179.64041462468907,176.9575744791447,178.73284912109375,64848400,0.0,0.0
2023-06-07 00:00:00-04:00,177.96490198364674,180.72753105839507,176.84788887825917,177.3465576171875,61944600,0.0,0.0
2023-06-08 00:00:00-04:00,177.42632897433313,180.35850355696866,176.987513272895,180.0892333984375,50214900,0.0,0.0
2023-06-09 00:00:00-04:00,181.01675072800933,181.7448028197143,180.14907199929024,180.4781951904297,48870700,0.0,0.0
2023-06-12 00:00:00-04:00,180.78736449463221,183.4003837535339,180.4881602148876,183.30064392089844,54274900,0.0,0.0
2023-06-13 00:00:00-04:00,182.31330851475477,183.65970508618722,181.95426638540675,182.8219451904297,54929100,0.0,0.0
2023-06-14 00:00:00-04:00,182.88177800213668,183.89906654379925,181.53538146756506,183.46023559570312,57462900,0.0,0.0
2023-06-15 00:00:00-04:00,183.4702103217935,186.02339184688998,183.29068166116141,185.51473999023438,65433200,0.0,0.0
2023-06-16 00:00:00-04:00,186.23282120508458,186.49213868648093,183.77937955509884,184.42764282226562,101235600,0.0,0.0
2023-06-20 00:00:00-04:00,183.91901689338587,185.60451974788597,183.91901689338587,184.5174102783203,49799100,0.0,0.0
2023-06-21 00:00:00-04:00,184.40769931891307,184.91635118810532,182.10385210812808,183.47021484375,49515700,0.0,0.0
2023-06-22 00:00:00-04:00,183.25080605253035,186.5519908925775,183.18098511964078,186.5021209716797,51245300,0.0,0.0
2023-06-23 00:00:00-04:00,185.05597188032547,187.06061473033333,184.51740112063476,186.18295288085938,53079300,0.0,0.0
2023-06-26 00:00:00-04:00,186.33257755204687,187.54933058872362,184.73683137399638,184.7767333984375,48088700,0.0,0.0
2023-06-27 00:00:00-04:00,185.39505993230088,187.88840358366767,185.17564447352765,187.5592803955078,50730800,0.0,0.0
2023-06-28 00:00:00-04:00,187.429631446172,189.39438756353061,187.10052345898322,188.74612426757812,51216800,0.0,0.0
2023-06-29 00:00:00-04:00,188.57656845289964,189.56393801521438,188.4369418174557,189.085205078125,46347300,0.0,0.0
2023-06-30 00:00:00-04:00,191.11980126956567,193.96220418135036,190.7507760244452,193.4535675048828,85069600,0.0,0.0
2023-07-03 00:00:00-04:00,193.26406367433887,193.3638035137414,191.24943762007845,191.9475860595703,31458200,0.0,0.0
2023-07-05 00:00:00-04:00,191.05995363856934,192.4661879585032,190.11247083180476,190.82058715820312,46920300,0.0,0.0
2023-07-06 00:00:00-04:00,189.3345450785546,191.50874871594232,188.6962496949308,191.29930114746094,45094300,0.0,0.0
2023-07-07 00:00:00-04:00,190.900369559223,192.15700929798075,189.73348654077034,190.17230224609375,46778000,0.0,0.0
2023-07-10 00:00:00-04:00,188.75609717546797,189.4841645361036,186.54200662116668,188.1078338623047,59922200,0.0,0.0
2023-07-11 00:00:00-04:00,188.65638056456552,188.79600721724577,186.1031987908904,187.57925415039062,46638100,0.0,0.0
2023-07-12 00:00:00-04:00,189.1749680502115,191.18959404377776,187.9681982078766,189.26473999023438,60750200,0.0,0.0
2023-07-13 00:00:00-04:00,189.9927822657853,190.6809475340948,189.2746980917373,190.0326690673828,41342300,0.0,0.0
2023-07-14 00:00:00-04:00,189.72349956941562,190.67096710686394,189.12510622805124,190.18228149414062,41573900,0.0,0.0
2023-07-17 00:00:00-04:00,191.38906376218185,193.80263394955682,191.2993070378528,193.4735107421875,50520200,0.0,0.0
2023-07-18 00:00:00-04:00,192.8352097243277,193.81259620316632,191.90767794544513,193.2141876220703,48353800,0.0,0.0
2023-07-19 00:00:00-04:00,192.5858761596578,197.7022071550224,192.13706211287214,194.58055114746094,80507300,0.0,0.0
2023-07-20 00:00:00-04:00,194.57057195548003,195.94690259462328,191.98747144655815,192.6157989501953,59581200,0.0,0.0
2023-07-21 00:00:00-04:00,193.583223081012,194.45090187315012,190.7208539857674,191.42897033691406,71917800,0.0,0.0
2023-07-24 00:00:00-04:00,192.89504754304855,194.39105377765915,191.73813240259074,192.23680114746094,45377800,0.0,0.0
2023-07-25 00:00:00-04:00,192.81527099305382,193.92231628587092,192.40635894386836,193.1044921875,37283200,0.0,0.0
2023-07-26 00:00:00-04:00,193.1543552508233,195.1191113783899,192.80529625048254,193.98214721679688,47471900,0.0,0.0
2023-07-27 00:00:00-04:00,195.49809916471946,196.67495009888677,192.03733685495135,192.70555114746094,47460200,0.0,0.0
2023-07-28 00:00:00-04:00,194.15169382943296,196.1064820710403,193.62310615955113,195.30860900878906,48291400,0.0,0.0
2023-07-31 00:00:00-04:00,195.537995145902,195.96685820042478,194.74012207235685,195.9269561767578,38824100,0.0,0.0
2023-08-01 00:00:00-04:00,195.7175151124968,196.20620074446194,194.760064423188,195.0891876220703,35175100,0.0,0.0
2023-08-02 00:00:00-04:00,194.52068705675583,194.66031368923828,191.33919341532297,192.06724548339844,50389300,0.0,0.0
2023-08-03 00:00:00-04:00,191.0599548787207,191.8578127154616,190.18229299651043,190.6610107421875,61235200,0.0,0.0
2023-08-04 00:00:00-04:00,185.026062911546,186.88111132692333,181.4356417146341,181.50546264648438,115799700,0.0,0.0
2023-08-07 00:00:00-04:00,181.6450754475743,182.6424129020176,176.87780363278816,178.37380981445312,97576100,0.0,0.0
2023-08-08 00:00:00-04:00,179.21156607716685,179.79002361547552,177.10718348121145,179.32127380371094,67823000,0.0,0.0
2023-08-09 00:00:00-04:00,180.38841794823884,180.44825575974798,176.53869482014667,177.71556091308594,60378500,0.0,0.0
2023-08-10 00:00:00-04:00,179.0021289205259,180.26875179728248,177.1271447826861,177.49615478515625,54686900,0.0,0.0
2023-08-11 00:00:00-04:00,177.08670844562434,178.38498585238872,176.3177172632032,177.5560760498047,51988100,0.24,0.0
2023-08-14 00:00:00-04:00,177.73584711043486,179.453585335393,177.0767118113598,179.22389221191406,43675600,0.0,0.0
2023-08-15 00:00:00-04:00,178.64464865954284,179.24385008356637,176.81705460078118,177.21652221679688,43622600,0.0,0.0
2023-08-16 00:00:00-04:00,176.89695302450681,178.3050862908739,176.26777704591515,176.3376922607422,46964900,0.0,0.0
2023-08-17 00:00:00-04:00,176.90694055571782,177.27644887923438,173.25175227234058,173.7710723876953,66062900,0.0,0.0
2023-08-18 00:00:00-04:00,172.07330078860403,174.86961976016784,171.73375179800243,174.2604217529297,61114200,0.0,0.0
2023-08-21 00:00:00-04:00,174.8396666437127,175.89826955702873,173.51141470421007,175.608642578125,46311900,0.0,0.0
2023-08-22 00:00:00-04:00,176.82703641390557,177.4462157919414,176.01810458422318,176.99681091308594,42084200,0.0,0.0
2023-08-23 00:00:00-04:00,178.28512852757362,181.311140788815,178.09537606916024,180.88169860839844,52722800,0.0,0.0
2023-08-24 00:00:00-04:00,180.43228271341783,180.86172486765338,175.7784104228949,176.14793395996094,54945800,0.0,0.0
2023-08-25 00:00:00-04:00,177.14662260147787,178.91428280658857,175.58867756165216,178.375,51449600,0.0,0.0
2023-08-28 00:00:00-04:00,179.85305211015677,180.35239426065775,178.31508499164747,179.9529266357422,43820700,0.0,0.0
2023-08-29 00:00:00-04:00,179.46356384927003,184.65671910906482,179.2638300390304,183.87774658203125,53003900,0.0,0.0
