Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-05-31 00:00:00-04:00,104.24111816700157,104.7271360719041,104.07587385918544,104.6104965209961,24052300,0.0,0.0,0.0
2023-06-01 00:00:00-04:00,104.94108951545381,105.18488909012214,104.77530759032075,104.93133544921875,26084500,0.349,0.0,0.0
2023-06-02 00:00:00-04:00,105.01910917503352,105.0873727596403,104.56076477545682,104.64852905273438,17086600,0.0,0.0,0.0
2023-06-05 00:00:00-04:00,104.31696769960924,104.82406756311904,104.19994122025794,104.42424011230469,14211100,0.0,0.0,0.0
2023-06-06 00:00:00-04:00,104.45348470905665,104.65827544786616,104.1706763249372,104.62902069091797,25228400,0.0,0.0,0.0
2023-06-07 00:00:00-04:00,104.55101243110256,104.6582848429905,103.6343236168503,103.69284057617188,26526700,0.0,0.0,0.0
2023-06-08 00:00:00-04:00,103.8001059165278,104.44373290383459,103.77085115894644,104.38522338867188,16579800,0.0,0.0,0.0
2023-06-09 00:00:00-04:00,104.16093043981172,104.26820285049482,103.93663899214543,104.11217498779297,12060000,0.0,0.0,0.0
2023-06-12 00:00:00-04:00,104.33646081043224,104.45348728127901,103.7805980942117,104.44373321533203,14229300,0.0,0.0,0.0
2023-06-13 00:00:00-04:00,104.60951992495653,104.72654640116119,103.80985760465649,103.97564697265625,19385200,0.0,0.0,0.0
2023-06-14 00:00:00-04:00,104.27795414173042,104.56076254053443,103.79035499348332,104.29745483398438,30280100,0.0,0.0,0.0
2023-06-15 00:00:00-04:00,104.84357286487305,105.22389961227698,104.60951991249165,105.20439147949219,23426200,0.0,0.0,0.0
2023-06-16 00:00:00-04:00,104.87283039424135,105.11662997928278,104.63878487584998,105.01911163330078,13184500,0.0,0.0,0.0
2023-06-20 00:00:00-04:00,105.17512283551693,105.51644071246398,105.17512283551693,105.39942169189453,22272700,0.0,0.0,0.0
2023-06-21 00:00:00-04:00,104.96060004300402,105.40919040960787,104.64853685579381,105.28241729736328,17521700,0.0,0.0,0.0
2023-06-22 00:00:00-04:00,104.89232546459459,105.12637841061238,104.56076161799477,104.73629760742188,16007900,0.0,0.0,0.0
2023-06-23 00:00:00-04:00,105.43843565320192,105.43843565320192,104.83381007014934,105.02884674072266,13100200,0.0,0.0,0.0
2023-06-26 00:00:00-04:00,105.30192459467807,105.34092598261773,105.08737976014385,105.14588928222656,14642200,0.0,0.0,0.0
2023-06-27 00:00:00-04:00,105.25314560803682,105.44818227861013,104.79480124800027,105.02884674072266,15749300,0.0,0.0,0.0
2023-06-28 00:00:00-04:00,105.17513471891287,105.50670600839011,104.96058990339924,105.48719787597656,17806000,0.0,0.0,0.0
2023-06-29 00:00:00-04:00,104.70704627986622,104.79481055736906,104.35597428950939,104.68753814697266,25554500,0.0,0.0,0.0
2023-06-30 00:00:00-04:00,104.9605859525407,105.52620272848198,104.77530334262165,105.45793914794922,20938300,0.0,0.0,0.0
2023-07-03 00:00:00-04:00,105.53426738955791,105.81798884485795,105.16249084472656,105.16249084472656,11810800,0.348,0.0,0.0
2023-07-05 00:00:00-04:00,104.9863777461795,105.05486171384449,104.28196695637239,104.4091567993164,21463300,0.0,0.0,0.0
2023-07-06 00:00:00-04:00,103.58734781423935,103.64605369297038,103.06882524797271,103.35254669189453,35240800,0.0,0.0,0.0
2023-07-07 00:00:00-04:00,103.38189735383976,103.69496800943574,103.23514385123688,103.25471496582031,17148000,0.0,0.0,0.0
2023-07-10 00:00:00-04:00,103.39168262578556,103.89064154758101,103.29384944571804,103.79280090332031,16360600,0.0,0.0,0.0
2023-07-11 00:00:00-04:00,104.03738049748434,104.35045859507936,103.91019811848088,104.28196716308594,21694300,0.0,0.0,0.0
2023-07-12 00:00:00-04:00,104.80048853331564,105.348360230602,104.80048853331564,105.20160675048828,23217300,0.0,0.0,0.0
2023-07-13 00:00:00-04:00,105.65165293063474,105.98429467391882,105.53425610939897,105.94515991210938,21637500,0.0,0.0,0.0
2023-07-14 00:00:00-04:00,105.77884234882856,105.89623916959405,105.09399521619534,105.12334442138672,23784000,0.0,0.0,0.0
2023-07-17 00:00:00-04:00,105.10377976376435,105.38750118487847,105.02551024121028,105.29944610595703,12260100,0.0,0.0,0.0
2023-07-18 00:00:00-04:00,105.72993104466033,105.83754978233208,105.52447912661246,105.56361389160156,17440600,0.0,0.0,0.0
2023-07-19 00:00:00-04:00,105.91582133231783,106.17018611330839,105.73971861860488,106.16040802001953,20871600,0.0,0.0,0.0
2023-07-20 00:00:00-04:00,105.72992657519264,105.75927578164548,105.16248370312768,105.44620513916016,37868000,0.0,0.0,0.0
2023-07-21 00:00:00-04:00,105.83754725004627,105.86689645703758,105.5440402517471,105.63209533691406,16517800,0.0,0.0,0.0
2023-07-24 00:00:00-04:00,105.81797616170348,105.95494409416355,105.47554886636084,105.50489807128906,17999400,0.0,0.0,0.0
2023-07-25 00:00:00-04:00,105.23097378991865,105.55383000805331,105.21141013921049,105.33859252929688,15029800,0.0,0.0,0.0
2023-07-26 00:00:00-04:00,105.72014005691874,105.91581387181323,105.35815656170138,105.8277587890625,17816800,0.0,0.0,0.0
2023-07-27 00:00:00-04:00,105.70058143087184,105.78862905361413,104.40916404796582,104.53634643554688,29142600,0.0,0.0,0.0
2023-07-28 00:00:00-04:00,105.00594632248185,105.27009663018153,104.82005807294236,105.22118377685547,18719300,0.0,0.0,0.0
2023-07-31 00:00:00-04:00,105.2505362685239,105.6907892831694,105.2505362685239,105.51468658447266,24906600,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,104.8461519048402,105.01304004468555,104.37492996253835,104.46328735351562,22977700,0.369,0.0,0.0
2023-08-02 00:00:00-04:00,103.86444917410667,103.94297992507923,103.46194630741465,103.82518005371094,28516700,0.0,0.0,0.0
2023-08-03 00:00:00-04:00,102.9907317826583,103.02999341321241,102.64712885184943,102.8925552368164,27632700,0.0,0.0,0.0
2023-08-04 00:00:00-04:00,103.26560594703997,104.10005414028028,103.2557867947001,103.96261596679688,19998900,0.0,0.0,0.0
2023-08-07 00:00:00-04:00,103.87425507842536,103.92334334865346,103.56992877450286,103.70736694335938,10726300,0.0,0.0,0.0
2023-08-08 00:00:00-04:00,104.18839376257901,104.355289376616,103.98223652269353,104.11967468261719,17616200,0.0,0.0,0.0
2023-08-09 00:00:00-04:00,104.25712662127172,104.36511483117185,104.11968844318409,104.21786499023438,11514100,0.0,0.0,0.0
2023-08-10 00:00:00-04:00,104.34547311130976,104.6105302871171,103.45211755727894,103.48157501220703,22056400,0.0,0.0,0.0
