Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2014-01-06 00:00:00-05:00,82.42711639404297,82.49043807907013,82.30838974428907,82.42711639404297,225000,0.0,0.0,0.0
2014-01-07 00:00:00-05:00,82.58546089467785,82.61712175495177,82.395501771726,82.56963348388672,184900,0.0,0.0,0.0
2014-01-08 00:00:00-05:00,82.49043328904031,82.68830901424384,82.49043328904031,82.63290405273438,162900,0.0,0.0,0.0
2014-01-09 00:00:00-05:00,82.67251583282638,82.94954681396484,82.67251583282638,82.94954681396484,247400,0.0,0.0,0.0
2014-01-10 00:00:00-05:00,83.08408394798946,83.49566291572106,83.03659569289839,83.4798355102539,285300,0.0,0.0,0.0
2014-01-13 00:00:00-05:00,83.47982643167731,83.57480293153057,83.3848438931351,83.50357055664062,292900,0.0,0.0,0.0
2014-01-14 00:00:00-05:00,83.48774543298103,83.60646606103992,83.46399526868014,83.56689453125,234700,0.0,0.0,0.0
2014-01-15 00:00:00-05:00,83.63813699719736,83.63813699719736,83.47192205917561,83.55107116699219,172100,0.0,0.0,0.0
2014-01-16 00:00:00-05:00,83.59063255720922,83.74102006002877,83.59063255720922,83.71726989746094,263400,0.0,0.0,0.0
2014-01-17 00:00:00-05:00,83.71730202230204,83.89143371582031,83.67773048021489,83.89143371582031,128700,0.0,0.0,0.0
2014-01-21 00:00:00-05:00,83.82803472377587,83.89135033592392,83.74096896355168,83.7805404663086,251300,0.0,0.0,0.0
2014-01-22 00:00:00-05:00,83.75687945291293,83.78062358586085,83.61440861653442,83.69355773925781,270500,0.0,0.0,0.0
2014-01-23 00:00:00-05:00,83.85974059998583,84.06553307122469,83.78850822841584,83.97055053710938,271600,0.0,0.0,0.0
2014-01-24 00:00:00-05:00,84.0418123473661,84.25551556026674,83.97849064032505,84.11304473876953,222100,0.0,0.0,0.0
2014-01-27 00:00:00-05:00,84.12097412567834,84.1526349839652,83.93101501464844,83.93101501464844,187100,0.0,0.0,0.0
2014-01-28 00:00:00-05:00,84.09721551900043,84.11304292607443,83.98640555341179,84.01806640625,237800,0.0,0.0,0.0
2014-01-29 00:00:00-05:00,84.13677667211117,84.13677667211117,83.86766249485969,83.98638916015625,262200,0.0,0.0,0.0
2014-01-30 00:00:00-05:00,84.05764751288771,84.14471335843233,83.89143254558188,84.13680267333984,342900,0.0,0.0,0.0
2014-01-31 00:00:00-05:00,84.13680851434559,84.21595764160156,84.04182593842364,84.21595764160156,238500,0.0,0.0,0.0
