Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-05-26 00:00:00-04:00,95.23234190470725,95.45731141604982,95.11496164052936,95.43775177001953,3889800,0.0,0.0,0.0
2023-05-30 00:00:00-04:00,95.7605331872217,96.09309937813747,95.71162288259775,96.07353973388672,7349900,0.0,0.0,0.0
2023-05-31 00:00:00-04:00,96.07354379583958,96.56261701209804,96.0637602419682,96.4158935546875,10559900,0.0,0.0,0.0
2023-06-01 00:00:00-04:00,96.6983359129603,96.89448307453983,96.58065509826173,96.70814514160156,9029800,0.258,0.0,0.0
2023-06-02 00:00:00-04:00,96.63949904096127,96.6787284747123,96.18837177619854,96.19817352294922,6877200,0.0,0.0,0.0
2023-06-05 00:00:00-04:00,95.96280238221975,96.42373886627769,95.88434351636963,96.18836975097656,7246200,0.0,0.0,0.0
2023-06-06 00:00:00-04:00,96.22760177590705,96.3158623906789,96.00203440107431,96.3060531616211,3816000,0.0,0.0,0.0
2023-06-07 00:00:00-04:00,96.25701802047801,96.32566765655923,95.70781344957909,95.79608154296875,5131500,0.0,0.0,0.0
2023-06-08 00:00:00-04:00,95.91377378630246,96.3158623906789,95.88434609912903,96.3060531616211,5041900,0.0,0.0,0.0
2023-06-09 00:00:00-04:00,96.02164970438999,96.15894897769043,95.90396140631138,96.08049011230469,7140700,0.0,0.0,0.0
2023-06-12 00:00:00-04:00,96.19816898116567,96.26682609867555,95.8451190585737,96.24720764160156,5436300,0.0,0.0,0.0
2023-06-13 00:00:00-04:00,96.58065522582483,96.58065522582483,95.71762267823331,95.79608154296875,9568100,0.0,0.0,0.0
2023-06-14 00:00:00-04:00,95.99223271906439,96.10011180043347,95.57052562341711,95.88435363769531,8360100,0.0,0.0,0.0
2023-06-15 00:00:00-04:00,96.39431351381225,96.56103298315249,96.23739579049283,96.55122375488281,7472000,0.0,0.0,0.0
2023-06-16 00:00:00-04:00,96.19816898116567,96.38450691212317,96.02164776099421,96.24720764160156,5653700,0.0,0.0,0.0
2023-06-20 00:00:00-04:00,96.38449951398331,96.61006685952596,96.27662045510402,96.4237289428711,6694200,0.0,0.0,0.0
2023-06-21 00:00:00-04:00,96.19818045231744,96.62969677241244,96.09030885454366,96.5806655883789,5579900,0.0,0.0,0.0
2023-06-22 00:00:00-04:00,96.27662979351982,96.4335475242913,96.03145145087629,96.08049011230469,7147600,0.0,0.0,0.0
2023-06-23 00:00:00-04:00,96.59045856867161,96.60026779748794,96.20798094957621,96.36489868164062,4792900,0.0,0.0,0.0
2023-06-26 00:00:00-04:00,96.60026275579662,96.61007198410101,96.41392482925768,96.48257446289062,10632300,0.0,0.0,0.0
2023-06-27 00:00:00-04:00,96.55122183219709,96.68852109624302,96.20797367208225,96.2962417602539,7803300,0.0,0.0,0.0
2023-06-28 00:00:00-04:00,96.44335881923507,96.63950600211915,96.3060595323412,96.5806655883789,8622900,0.0,0.0,0.0
2023-06-29 00:00:00-04:00,95.91375548385122,95.98240510965707,95.72741757855759,95.83529663085938,8877500,0.0,0.0,0.0
2023-06-30 00:00:00-04:00,95.97259907930604,96.20796816387364,95.85491079589809,96.06085968017578,13417300,0.0,0.0,0.0
2023-07-03 00:00:00-04:00,96.18378314772393,96.40010444981307,95.90846785480288,95.94779968261719,3691600,0.255,0.0,0.0
2023-07-05 00:00:00-04:00,95.87897339751255,95.89863556105067,95.42666861834317,95.5151596069336,6046200,0.0,0.0,0.0
2023-07-06 00:00:00-04:00,94.94485770625167,95.02352136260811,94.66954241078334,94.89569854736328,9534200,0.0,0.0,0.0
2023-07-07 00:00:00-04:00,94.80719122570738,95.13167315161259,94.80719122570738,94.91535186767578,8310500,0.0,0.0,0.0
2023-07-10 00:00:00-04:00,94.95469864623695,95.3185124539516,94.93503648177276,95.18085479736328,8827400,0.0,0.0,0.0
2023-07-11 00:00:00-04:00,95.31850790594696,95.47582771949315,95.23984424828421,95.38733673095703,5978500,0.0,0.0,0.0
2023-07-12 00:00:00-04:00,95.87896579550262,96.21327506159892,95.81996430600779,96.16411590576172,7189100,0.0,0.0,0.0
2023-07-13 00:00:00-04:00,96.53775988631472,96.79341301036571,96.4787658968333,96.763916015625,7458500,0.0,0.0,0.0
2023-07-14 00:00:00-04:00,96.58692318014565,96.66557932945403,96.28210340762797,96.30177307128906,7208400,0.0,0.0,0.0
2023-07-17 00:00:00-04:00,96.31160930311634,96.45910178709215,96.21328348105891,96.40994262695312,4689500,0.0,0.0,0.0
2023-07-18 00:00:00-04:00,96.68526083637731,96.7639244971001,96.48860168457031,96.48860168457031,5593200,0.0,0.0,0.0
2023-07-19 00:00:00-04:00,96.70491331248999,96.83274362380303,96.54759350858473,96.78357696533203,7467900,0.0,0.0,0.0
2023-07-20 00:00:00-04:00,96.41976977255366,96.43943943799495,96.09529531056586,96.28211212158203,12562400,0.0,0.0,0.0
2023-07-21 00:00:00-04:00,96.46893237198924,96.50826419943618,96.30177773167404,96.35093688964844,7605200,0.0,0.0,0.0
2023-07-24 00:00:00-04:00,96.4591079782212,96.51810947666608,96.15429565974529,96.17395782470703,6656600,0.0,0.0,0.0
2023-07-25 00:00:00-04:00,95.94780028663638,96.15428675762706,95.93796545417611,96.06578826904297,5794800,0.0,0.0,0.0
2023-07-26 00:00:00-04:00,96.29194114509707,96.42959878776394,96.04612285436637,96.38043212890625,5907400,0.0,0.0,0.0
2023-07-27 00:00:00-04:00,96.2034455417891,96.2919440300286,95.48566031234662,95.55448913574219,6937900,0.0,0.0,0.0
2023-07-28 00:00:00-04:00,95.760968843647,95.95762046752493,95.6823051933844,95.9281234741211,9233600,0.0,0.0,0.0
2023-07-31 00:00:00-04:00,95.89862722000665,96.16411516624495,95.88879238820336,96.0461196899414,11079100,0.0,0.0,0.0
2023-08-01 00:00:00-04:00,95.64681970880359,95.7256898336923,95.35103229336498,95.41018676757812,8810400,0.265,0.0,0.0
2023-08-02 00:00:00-04:00,95.12426380260938,95.20313392363589,94.87777680920958,95.18341827392578,8551900,0.0,0.0,0.0
2023-08-03 00:00:00-04:00,94.58199558687798,94.67072729964903,94.45382504992426,94.54255676269531,7532700,0.0,0.0,0.0
2023-08-04 00:00:00-04:00,94.89749135518106,95.39046533624693,94.89749135518106,95.32144927978516,6400400,0.0,0.0,0.0
2023-08-07 00:00:00-04:00,95.28200916542839,95.3411636352539,95.12426140516504,95.3411636352539,9732600,0.0,0.0,0.0
2023-08-08 00:00:00-04:00,95.5778013444941,95.74541069884917,95.47920052693345,95.56793975830078,6867300,0.0,0.0,0.0
2023-08-09 00:00:00-04:00,95.64681684736645,95.75527172830357,95.5482235525653,95.63695526123047,5634700,0.0,0.0,0.0
2023-08-10 00:00:00-04:00,95.6961147703268,95.85387006806054,95.01581573486328,95.01581573486328,15516100,0.0,0.0,0.0
2023-08-11 00:00:00-04:00,94.76932451778714,95.0651044046308,94.72002410888672,94.72002410888672,9016700,0.0,0.0,0.0
2023-08-14 00:00:00-04:00,94.63130058339812,94.86792601777415,94.48340686609299,94.65101623535156,7901300,0.0,0.0,0.0
2023-08-15 00:00:00-04:00,94.46367700994256,94.72002560032583,94.39466094970703,94.39466094970703,6522500,0.0,0.0,0.0
2023-08-16 00:00:00-04:00,94.41437944786142,94.58198879696535,94.10873046293457,94.16789245605469,8964600,0.0,0.0,0.0
2023-08-17 00:00:00-04:00,94.15803713222418,94.2073375427387,93.87211130005032,94.06930541992188,8162300,0.0,0.0,0.0
2023-08-18 00:00:00-04:00,94.1284582219822,94.40452246270976,94.08901939870879,94.27635192871094,6154600,0.0,0.0,0.0
2023-08-21 00:00:00-04:00,93.92141706460512,93.96085589082766,93.70450728147462,93.8031005859375,13362300,0.0,0.0,0.0
2023-08-22 00:00:00-04:00,93.83267156133472,93.98056526924998,93.72421667700928,93.90168762207031,6156200,0.0,0.0,0.0
2023-08-23 00:00:00-04:00,94.40451610556035,94.79889678955078,94.38480045634448,94.79889678955078,7831600,0.0,0.0,0.0
2023-08-24 00:00:00-04:00,94.64115521082076,94.76933327693432,94.50312307976537,94.58200073242188,8247700,0.0,0.0,0.0
